geoid,avg_vac_r,SourceFile
06001405200,1269.3,usps_vac_092019_tractsum_2kx.dbf
06001405000,1443.0,usps_vac_092019_tractsum_2kx.dbf
06001400700,407.23,usps_vac_092019_tractsum_2kx.dbf
06001402500,1443.0,usps_vac_092019_tractsum_2kx.dbf
06001403502,1150.25,usps_vac_092019_tractsum_2kx.dbf
06001404400,1140.62,usps_vac_092019_tractsum_2kx.dbf
06001404502,1005.8,usps_vac_092019_tractsum_2kx.dbf
06001407200,1443.0,usps_vac_092019_tractsum_2kx.dbf
06001402600,1443.0,usps_vac_092019_tractsum_2kx.dbf
06001406100,1370.2,usps_vac_092019_tractsum_2kx.dbf
06001400400,1443.0,usps_vac_092019_tractsum_2kx.dbf
06001404700,1338.0,usps_vac_092019_tractsum_2kx.dbf
06001407400,1110.5,usps_vac_092019_tractsum_2kx.dbf
06001402400,869.59,usps_vac_122019_tractsum_2kx.dbf
06001400600,1088.67,usps_vac_122019_tractsum_2kx.dbf
06001403701,1535.0,usps_vac_122019_tractsum_2kx.dbf
06001400200,1535.0,usps_vac_122019_tractsum_2kx.dbf
06001403100,846.25,usps_vac_122019_tractsum_2kx.dbf
06001404101,1357.27,usps_vac_122019_tractsum_2kx.dbf
06001406202,1535.0,usps_vac_122019_tractsum_2kx.dbf
06001406602,1353.0,usps_vac_122019_tractsum_2kx.dbf
06001404800,1535.0,usps_vac_122019_tractsum_2kx.dbf
06001405902,1321.34,usps_vac_122019_tractsum_2kx.dbf
06001406601,1392.29,usps_vac_122019_tractsum_2kx.dbf
06001405500,1311.47,usps_vac_122019_tractsum_2kx.dbf
06001405700,0.0,usps_vac_122019_tractsum_2kx.dbf
06001404300,1381.0,usps_vac_122019_tractsum_2kx.dbf
06001406900,954.0,usps_vac_122019_tractsum_2kx.dbf
06001404102,1144.67,usps_vac_122019_tractsum_2kx.dbf
06001406400,1535.0,usps_vac_122019_tractsum_2kx.dbf
06001404200,1535.0,usps_vac_122019_tractsum_2kx.dbf
06001404000,1335.63,usps_vac_122019_tractsum_2kx.dbf
06001406000,1529.5,usps_vac_122019_tractsum_2kx.dbf
06001402900,1535.0,usps_vac_122019_tractsum_2kx.dbf
06001407500,1289.77,usps_vac_122019_tractsum_2kx.dbf
06001400300,1505.13,usps_vac_122019_tractsum_2kx.dbf
06001401700,867.29,usps_vac_122019_tractsum_2kx.dbf
06001401600,1060.79,usps_vac_122019_tractsum_2kx.dbf
06001401200,0.0,usps_vac_122019_tractsum_2kx.dbf
06001401500,206.75,usps_vac_122019_tractsum_2kx.dbf
06001403400,1406.94,usps_vac_122019_tractsum_2kx.dbf
06001403702,1251.15,usps_vac_122019_tractsum_2kx.dbf
06001403900,1442.6,usps_vac_122019_tractsum_2kx.dbf
06001406800,1535.0,usps_vac_122019_tractsum_2kx.dbf
06001407300,1535.0,usps_vac_122019_tractsum_2kx.dbf
06001406700,1535.0,usps_vac_122019_tractsum_2kx.dbf
06001405800,1098.57,usps_vac_122019_tractsum_2kx.dbf
06001405402,879.5,usps_vac_122019_tractsum_2kx.dbf
06001406201,1493.93,usps_vac_122019_tractsum_2kx.dbf
06001406300,1316.5,usps_vac_122019_tractsum_2kx.dbf
06001405901,1304.64,usps_vac_122019_tractsum_2kx.dbf
06001401100,1171.0,usps_vac_122019_tractsum_2kx.dbf
06001403000,1131.82,usps_vac_122019_tractsum_2kx.dbf
06001407800,1147.67,usps_vac_122019_tractsum_2kx.dbf
06001405401,1446.19,usps_vac_122019_tractsum_2kx.dbf
06001404501,1279.5,usps_vac_122019_tractsum_2kx.dbf
06001401400,909.1,usps_vac_122019_tractsum_2kx.dbf
06001400500,196.0,usps_vac_122019_tractsum_2kx.dbf
06001407900,0.0,usps_vac_122019_tractsum_2kx.dbf
06001405301,1486.0,usps_vac_122019_tractsum_2kx.dbf
06001401000,648.4,usps_vac_122019_tractsum_2kx.dbf
06001404600,831.4,usps_vac_122019_tractsum_2kx.dbf
06001403300,968.36,usps_vac_122019_tractsum_2kx.dbf
06001401300,1502.8,usps_vac_122019_tractsum_2kx.dbf
06001407000,1029.6,usps_vac_122019_tractsum_2kx.dbf
06001402200,1367.0,usps_vac_122019_tractsum_2kx.dbf
06001405302,1125.43,usps_vac_122019_tractsum_2kx.dbf
06001404900,1535.0,usps_vac_122019_tractsum_2kx.dbf
06001406500,1535.0,usps_vac_122019_tractsum_2kx.dbf
06001405100,1276.0,usps_vac_122019_tractsum_2kx.dbf
06001407102,1535.0,usps_vac_122019_tractsum_2kx.dbf
06001402700,1215.73,usps_vac_122019_tractsum_2kx.dbf
06001401800,1486.0,usps_vac_122019_tractsum_2kx.dbf
06001400100,1407.25,usps_vac_122019_tractsum_2kx.dbf
06001408000,0.0,usps_vac_122019_tractsum_2kx.dbf
06001403600,1432.33,usps_vac_122019_tractsum_2kx.dbf
06001405600,1205.52,usps_vac_122019_tractsum_2kx.dbf
06001407700,1062.5,usps_vac_122019_tractsum_2kx.dbf
06001407101,1069.25,usps_vac_122019_tractsum_2kx.dbf
06001400800,415.25,usps_vac_122019_tractsum_2kx.dbf
06001403501,1371.13,usps_vac_122019_tractsum_2kx.dbf
06001400900,292.55,usps_vac_122019_tractsum_2kx.dbf
06001403800,1535.0,usps_vac_122019_tractsum_2kx.dbf
06001405000,1513.21,usps_vac_122019_tractsum_2kx.dbf
06001405200,1361.3,usps_vac_122019_tractsum_2kx.dbf
06001407600,1084.75,usps_vac_122019_tractsum_2kx.dbf
06001402800,1535.0,usps_vac_122019_tractsum_2kx.dbf
06001400700,480.57,usps_vac_122019_tractsum_2kx.dbf
06001402500,1535.0,usps_vac_122019_tractsum_2kx.dbf
06001404400,1232.62,usps_vac_122019_tractsum_2kx.dbf
06001400400,1535.0,usps_vac_122019_tractsum_2kx.dbf
06001404502,1097.8,usps_vac_122019_tractsum_2kx.dbf
06001406100,1462.2,usps_vac_122019_tractsum_2kx.dbf
06001407200,1535.0,usps_vac_122019_tractsum_2kx.dbf
06001404700,1430.0,usps_vac_122019_tractsum_2kx.dbf
06001403502,1242.25,usps_vac_122019_tractsum_2kx.dbf
06001402600,1535.0,usps_vac_122019_tractsum_2kx.dbf
06001407400,1202.5,usps_vac_122019_tractsum_2kx.dbf
